"id","slug","name","description","shortDescription","fullDescription","sku","price","originalPrice","discountAmount","stockQuantity","lowStockThreshold","weightKg","lengthCm","widthCm","heightCm","warrantyMonths","isWarrantyCovered","isActive","featureOnHomepage","isTrending","isBestSelling","features","specifications","categoryId","brandId","images","colors","storageOptions","tags","reviews","orderItems","cartItems","wishlistItems","coupons","createdAt","updatedAt"
"4c73e386-69f4-42cb-a953-fc918af2752b","iphone-13-pro","IPHONE 13 PRO","iPhone 13 Pro combines pro-level camera power, super-smooth performance, and a sleek stainless-steel design built for those who demand more.","iPhone 13 Pro combines pro-level camera power, super-smooth performance, and a sleek stainless-steel design built for those who demand more.","The iPhone 13 Pro is engineered for performance and precision. Its 6.1” Super Retina XDR display with ProMotion 120Hz offers ultra-smooth visuals, perfect for gaming, content creation, and daily use. Powered by the A15 Bionic chip with a 5-core GPU, it handles demanding apps with ease. The triple 12MP Pro camera system includes Night mode on all lenses, macro photography, and Cinematic video for professional-grade content. With up to 1TB storage, 5G support, MagSafe compatibility, and all-day battery life, the iPhone 13 Pro delivers in every category.
","APP-PRO-305231GVN","570000","630000","60000","5","0","1","10","5","2","1","true","true","false","false","false","[""IPHONE 13 PRO || GRADE A || 128GB || 570,000"",""IPHONE 13 PRO || GRADE A || 256GB || 650,000"",""IPHONE 13 PRO || GRADE A || 512GB || 700,000"",""ProMotion 120Hz 6.1” Super Retina XDR OLED display for smooth interaction"",""Triple 12MP cameras with macro, Night mode, and Cinematic video"",""A15 Bionic chip with 5-core GPU for top-tier performance"",""Surgical-grade stainless steel design with Ceramic Shield""]","[{""name"":""Camera"",""value"":""12MP wide, ultra-wide, telephoto + LiDAR""},{""name"":""Storage Options"",""value"":""128GB / 256GB / 512GB / 1TB""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[""https://cdn.sanity.io/images/6cn2ufbi/prod_main/f12c190039cbd1398b6d766bf0023936f331e272-4000x4000.jpg"",""https://cdn.sanity.io/images/6cn2ufbi/prod_main/10de8ca4d1b7c3b36b0f0293e5345da4834b4b69-4000x4000.jpg""]","[""Gold"",""Silver"",""Blue"",""Green""]","[""128GB"",""256GB"",""512GB"",""1TB""]","[""IPHONE 13 PRO""]","[]","[]","[]","[]","[]","2025-10-09T05:55:08Z","2025-10-09T05:55:08Z"
"fd305e9c-4e54-4327-b7aa-911228980084","iphone-13-pro-max","IPHONE 13 PRO MAX","iPhone 13 Pro Max delivers Apple’s most powerful features — Pro camera system, massive battery, and stunning 6.7” Super Retina XDR display with ProMotion.","iPhone 13 Pro Max delivers Apple’s most powerful features — Pro camera system, massive battery, and stunning 6.7” Super Retina XDR display with ProMotion.","The iPhone 13 Pro Max is the ultimate iPhone experience — built for power users, creators, and professionals. It features a 6.7-inch Super Retina XDR display with ProMotion 120Hz for incredibly smooth visuals. Equipped with the A15 Bionic chip and a 5-core GPU, it handles intense tasks, gaming, and video editing effortlessly. The triple 12MP Pro cameras with macro photography, Night mode, and Cinematic video give you complete creative control. With excellent battery life, up to 1TB of storage, and a premium stainless-steel body, it’s built to perform and impress.","APP-PRO-887807MDO","695000","740000","45000","5","0","1","10","5","2","12","true","true","false","false","false","[""IPHONE 13 PRO MAX|| GRADE A || 128GB || 695,000"",""IPHONE 13 PRO MAX|| BOXED || 128GB || 780,000"",""IPHONE 13 PRO MAX|| GRADE A || 256GB || 740,000"",""IPHONE 13 PRO MAX|| BOXED || 256GB || 850,000"",""IPHONE 13 PRO MAX|| GRADE A || 512GB || 805,000"",""6.7” ProMotion OLED display (120Hz refresh rate) Super Retina XDR, 2778 x 1284 resolution"",""Triple 12MP camera system with LiDAR and macro mode"",""A15 Bionic chip with 5-core GPU and 5G support"",""All-day battery life with MagSafe wireless charging"",""Battery Life - Up to 28 hours video playback""]","[{""name"":""Storage"",""value"":""128GB / 256GB / 512GB / 1TB""},{""name"":""Camera"",""value"":""Triple 12MP (wide, ultra-wide, telephoto) + Cinematic mode""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[""https://cdn.sanity.io/images/6cn2ufbi/prod_main/f12c190039cbd1398b6d766bf0023936f331e272-4000x4000.jpg"",""https://cdn.sanity.io/images/6cn2ufbi/prod_main/983ed3d8c33dfc2b35921d1b6cb25fd03fa292b5-4000x4000.jpg""]","[""Gold"",""Blue"",""Green"",""Silver""]","[""128GB"",""256GB"",""512GB""]","[""IPHONE 13 PRO MAX""]","[]","[]","[]","[]","[]","2025-10-10T05:08:11Z","2025-10-10T05:08:11Z"
"e3cbf113-b237-411e-8ad5-8103ccba002a","iphone-14","IPHONE 14","iPhone 14 offers upgraded performance, better low-light photography, and all-day battery life — all in a sleek, durable design with 5G speed.","iPhone 14 offers upgraded performance, better low-light photography, and all-day battery life — all in a sleek, durable design with 5G speed.","The iPhone 14 brings improved camera performance, dependable power, and essential safety features like Crash Detection and Emergency SOS via satellite. Its 6.1” Super Retina XDR display delivers sharp visuals, while the A15 Bionic chip (with 5-core GPU) ensures fast, fluid usage for apps, gaming, and multitasking. The new Photonic Engine enhances low-light photography, and the battery easily powers through the day. With 5G connectivity and iOS enhancements, the iPhone 14 keeps you connected, protected, and in control.
","APP-PRO-373751HUN","560000","660000","100000","5","0","1","10","5","2","1","true","true","false","false","false","[""IPHONE 14 || GRADE A || 128GB || 560,000"",""IPHONE 14 || BOXED || 128GB || 660,000"",""IPHONEIPHONE 14 || GRADE A || 256GB || 595,000"",""Dual-camera system 12MP (main + ultra-wide) with Photonic Engine for better low-light shots"",""6.1” Super Retina XDR display"",""Bionic chip with 5-core GPU"",""Emergency SOS via satellite & Crash Detection"",""Battery: Up to 20 hours video playback""]","[{""name"":""Storage Options"",""value"":""128GB / 256GB / 512GB""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Red"",""Purple"",""Blue""]","[""128GB"",""256GB""]","[""IPHONE 14""]","[]","[]","[]","[]","[]","2025-10-10T05:32:56Z","2026-01-15T12:24:33Z"
"dccdc276-0028-4d97-8613-2e70a8fe9af9","iphone-14-plus","IPHONE 14 PLUS","iPhone 14 Plus brings you a larger display, bigger battery, and improved low-light photography — all powered by the ultra-fast A15 Bionic chip.","iPhone 14 Plus brings you a larger display, bigger battery, and improved low-light photography — all powered by the ultra-fast A15 Bionic chip.","The iPhone 14 Plus offers the best of both worlds: a stunning 6.7-inch Super Retina XDR display and incredible battery life in a sleek, lightweight design. Powered by the A15 Bionic chip with a 5-core GPU, it delivers smooth performance for gaming, apps, and multitasking. The dual-camera system features Apple’s new Photonic Engine for sharper, brighter photos — even in low light. Safety is also upgraded with Crash Detection and Emergency SOS via satellite. Whether you're streaming, shooting, or socializing, the iPhone 14 Plus goes the distance.","APP-PRO-237040CFE","635000","690000","55000","5","0","1","10","5","2","1","true","true","false","false","false","[""IPHONE 14 PLUS || GRADE A || 128GB || 635,000"",""IPHONE 14 PLUS || GRADE A || 256GB || 670,000"",""IPHONE 14 PLUS || GRADE A || 512GB || 700,000"",""Large 6.7” Super Retina XDR OLED display"",""Dual 12MP rear, 12MP front with autofocus camera system with Night mode and Photonic Engine"",""All-day battery life — one of the best in an iPhone"",""Emergency SOS via satellite & Crash Detection""]","[{""name"":""Storage Options"",""value"":""128GB / 256GB / 512GB""},{""name"":""Chip"",""value"":""A15 Bionic with 5-core GPU""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Red"",""Blue"",""Purple""]","[""128GB"",""256GB"",""512GB""]","[""IPHONE 14 PLUS""]","[]","[]","[]","[]","[]","2025-10-11T18:44:01Z","2026-01-15T16:13:41Z"
"04e30ce2-029f-4881-8340-b576ef8787c0","iphone-14-pro","IPHONE 14 PRO","iPhone 14 Pro introduces the Dynamic Island, a powerful A16 Bionic chip, and a 48MP main camera — built for performance, creativity, and all-day power.","iPhone 14 Pro introduces the Dynamic Island, a powerful A16 Bionic chip, and a 48MP main camera — built for performance, creativity, and all-day power.","The iPhone 14 Pro is a breakthrough in design and capability. Featuring Apple’s new Dynamic Island, it seamlessly blends alerts and live activities into one interactive space. The 6.1” Super Retina XDR display with ProMotion 120Hz ensures smooth scrolling and vivid visuals. Powered by the A16 Bionic chip, it delivers extreme performance and efficiency. The new 48MP main camera captures incredibly detailed shots, while Cinematic Mode now shoots in 4K HDR. With Crash Detection, Emergency SOS via satellite, and a stylish stainless-steel frame, the iPhone 14 Pro is made for power users and pros.","APP-PRO-850447965","780000","890000","110000","5","0","1","10","5","2","12","true","true","false","false","false","[""IPHONE 14 PRO || GRADE A || 128GB || 780,000"",""IPHONE 14 PRO ||GRADE A|| 256GB || 855,000"",""IPHONE 14 PRO || GRADE A || 512GB || 925,000"",""IPHONE 14 PRO ||GRADE A|| 1TB || 960,000"",""Dynamic Island – a new way to interact with iPhone"",""48MP main camera with ProRAW and low-light mastery"",""Always-On 6.1” ProMotion display"",""A16 Bionic chip – Apple’s fastest chip ever"",""Battery Life: Up to 23 hours video playback""]","[{""name"":""Storage"",""value"":""128GB / 256GB / 512GB / 1TB""},{""name"":""Display"",""value"":""6.1\"" OED, 120Hz, Always-On""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Silver"",""Gold"",""Purple"",""Black""]","[""128GB""]","[""IPHONE 14 PRO""]","[]","[]","[]","[]","[]","2025-10-11T22:14:13Z","2026-01-06T14:12:56Z"
"2807e793-5560-476f-b495-3a2ea58820c4","iphone-14-pro-max","IPHONE 14 PRO MAX","iPhone 14 Pro Max offers Apple’s best: a massive display, Dynamic Island, powerful 48MP camera, and all-day battery — all powered by the A16 Bionic chip.","iPhone 14 Pro Max offers Apple’s best: a massive display, Dynamic Island, powerful 48MP camera, and all-day battery — all powered by the A16 Bionic chip.","The iPhone 14 Pro Max delivers Apple’s most advanced features in a bold 6.7-inch design. Introducing Dynamic Island, a new way to receive real-time alerts and activities. The Super Retina XDR display with ProMotion 120Hz is now Always-On, blending performance and elegance. Capture crystal-clear shots with the new 48MP main camera, enhanced Night mode, and 4K Cinematic video. Powered by the A16 Bionic chip, it handles everything from photography to heavy multitasking with ease. Built with stainless steel, Crash Detection, and satellite SOS, this is power and safety in one device.","APP-PRO-604669X6Q","900000","1050000","150000","5","0","1","10","5","2","12","true","true","false","false","false","[""IPHONE 14 PRO MAX || GRADE A || 128GB || 900,000"",""IPHONE 14 PRO MAX ||GRADE A|| 256GB || 960,000"",""IPHONE 14 PRO MAX || GRADE A || 512GB || 1,020,000"",""IPHONE 14 PRO MAX || GRADE A || 1TB || 1,500,000"",""Dynamic Island + Always-On 6.7” ProMotion Display"",""48MP triple-camera system with ProRAW and Night mode"",""A16 Bionic chip for next-level speed and efficiency"",""Emergency SOS via satellite & Crash Detection"",""Battery Life- Up to 29 hours video playback""]","[{""name"":""Display"",""value"":""6.7\"" OLED, 2796 x 1290, 120Hz""},{""name"":""Storage"",""value"":""128GB / 256GB / 512GB / 1TB""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Black"",""Gold"",""Blue"",""Silver""]","[""128GB"",""256GB"",""512GB"",""1TB""]","[""IPHONE 14 PRO MAX""]","[]","[]","[]","[]","[]","2025-10-11T22:26:47Z","2026-01-15T16:15:56Z"
"0441aee7-0faa-410a-aae4-e76aacadc91e","iphone-15-","IPHONE 15","iPhone 15 brings elegance and power together with a new design, Dynamic Island, improved camera system, and USB-C charging — all powered by the A16 Bionic chip.","iPhone 15 brings elegance and power together with a new design, Dynamic Island, improved camera system, and USB-C charging — all powered by the A16 Bionic chip.","The iPhone 15 introduces a refreshed design with a color-infused glass back, Dynamic Island, and USB-C for universal connectivity. The 6.1” Super Retina XDR display delivers vibrant visuals, while the A16 Bionic chip ensures fast, efficient performance for everything from gaming to multitasking. Capture stunning shots with the new 48MP main camera, including sharp portraits and 2x telephoto zoom. With Crash Detection, longer battery life, and 5G connectivity, iPhone 15 is the perfect mix of innovation and everyday reliability.","APP-PRO-191477PH9-","800000","960000","160000","5","0","1","10","5","2","12","true","true","false","false","false","[""GRADE A || 128GB || 800,000"",""GRADE A || 256GB || 850,000"",""6.1\"" Super Retina XDR OLED Display"",""Dynamic Island for live updates and multitasking"",""48MP main camera with 2x optical-quality zoom"",""A16 Bionic chip for fast and efficient performance"",""USB-C charging and upgraded battery life""]","[{""name"":""Storage"",""value"":""128GB / 256GB / 512GB""},{""name"":""Chip"",""value"":""A16 Bionic with 5-core GPU""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[""https://cdn.sanity.io/images/6cn2ufbi/prod_main/86691fa49e99797ad0c716fc623987bc2c5aa424-474x453.webp""]","[""Pink"",""Green"",""Black"",""Blue""]","[]","[""Iphone 15""]","[]","[]","[]","[]","[]","2025-10-27T13:03:15Z","2026-01-15T17:52:50Z"
"1f999c52-fe7d-4cf8-bf77-91141fb37ab9","iphone-15-pro","IPHONE 15 pro","iPhone 15 Pro is built with aerospace-grade titanium, powered by the A17 Pro chip, and packed with pro-level camera and gaming performance — all in a lightweight design.","iPhone 15 Pro is built with aerospace-grade titanium, powered by the A17 Pro chip, and packed with pro-level camera and gaming performance — all in a lightweight design.","The iPhone 15 Pro is a game-changer in both power and design. Crafted from aerospace-grade titanium, it’s lighter yet more durable than ever. The new A17 Pro chip delivers console-level graphics, making it perfect for gaming, creativity, and multitasking. Its 6.1” Super Retina XDR display with ProMotion and Always-On keeps visuals sharp and fluid. The advanced 48MP main camera enables next-gen photography with ProRAW, Night mode, and 3x telephoto zoom. Now with USB-C, Wi-Fi 6E, and customizable Action Button, the iPhone 15 Pro is built for pros.","APP-PRO-359741ZJJ","1000000","1200000","200000","5","0","1","10","5","2","1","true","true","false","false","false","[""GRADE A || 128GB || 1,000,000"",""GRADE A || 256GB || 1,090,000"",""GRADE A || 512GB || 1,140,000"",""GRADE A || 1TB || 1,210,000"",""Lightweight titanium design with Action Button"",""Colors: Natural Titanium / Blue Titanium / White Titanium / Black Titanium"",""A17 Pro chip for next-gen performance and gaming"",""48MP pro camera system with 3x telephoto"",""USB-C charging & ultra-fast data transfer""]","[{""name"":""Display"",""value"":""6.1” Super Retina XDR, ProMotion, Always-On""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""White"",""Blue"",""Black""]","[""128GB"",""256GB"",""512GB""]","[""IPHONE 15 PRO""]","[]","[]","[]","[]","[]","2025-10-27T13:56:03Z","2026-01-15T16:22:38Z"
"5b92e225-c7d3-42d6-9adb-79316fce3c48","iphone-15-plus-p","IPHONE 15 PLUS","iPhone 15 Plus delivers a larger display, longer battery life, Dynamic Island, and a powerful 48MP camera — all powered by the A16 Bionic chip.","iPhone 15 Plus delivers a larger display, longer battery life, Dynamic Island, and a powerful 48MP camera — all powered by the A16 Bionic chip.","The iPhone 15 Plus offers everything you love about iPhone — with more screen and more power. Featuring a 6.7-inch Super Retina XDR display, it’s perfect for streaming, gaming, and productivity. The new Dynamic Island brings real-time alerts and Live Activities front and center. With the A16 Bionic chip, performance is seamless, and the upgraded 48MP main camera captures incredible detail in every shot. It also includes USB-C charging, Crash Detection, and all-day battery life — all wrapped in a stunning color-infused glass design","APP-PRO-7812304XYZ","850000","1250000","400000","5","0","1","10","5","2","1","true","true","false","false","false","[""GRADE A || 128GB || 850,000"",""GRADE A || 256GB || 950,000"",""Super Retina XDR display with Dynamic Island"",""48MP main camera with 2x telephoto zoom"",""A16 Bionic chip for smooth, fast performance"",""USB-C charging and extended battery life""]","[{""name"":""Display"",""value"":""6.7\"" OLED, HDR, True Tone""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Green"",""Black"",""Blue"",""Pink""]","[]","[]","[]","[]","[]","[]","[]","2025-10-27T14:19:44Z","2026-01-15T12:24:03Z"
"d8d3027c-e904-4ac5-aa19-24416494edfb","iphone-15-pro-max","IPHONE 15 PRO MAX","iPhone 15 Pro Max redefines power with a titanium build, 5x telephoto zoom, A17 Pro chip, and next-gen USB-C — Apple’s most advanced iPhone ever","iPhone 15 Pro Max redefines power with a titanium build, 5x telephoto zoom, A17 Pro chip, and next-gen USB-C — Apple’s most advanced iPhone ever","The iPhone 15 Pro Max is Apple’s most premium, powerful smartphone to date. Crafted from aerospace-grade titanium, it’s incredibly strong yet noticeably lighter. The new A17 Pro chip delivers lightning-fast performance and console-level graphics for immersive gaming. Enjoy vibrant visuals on the 6.7-inch Super Retina XDR display with ProMotion and Always-On technology. The 48MP main camera system now includes an exclusive 5x telephoto zoom, giving photographers and creators more range than ever. With USB-C support, faster data transfer, and a customizable Action Button, the iPhone 15 Pro Max is built for pros who demand the best.
","APP-PRO-541957ZVB","1220000","1650000","430000","5","0","1","10","5","2","1","true","true","false","false","false","[""Grade A || 256gb || 1,220,000"",""Grade A || 512GB || 1,340,000"",""Grade A || 1TB || 1,450,000"",""ProMotion Always-On display with Dynamic Island"",""48MP Pro camera system with 5x optical telephoto zoom"",""A17 Pro chip for unmatched speed and gaming performance"",""USB-C with 10Gbps transfer + titanium frame with Action Button"",""Colors >> - Natural Titanium - Blue Titanium - White Titanium - Black Titanium"",""Up to 29 hours Battery Life video playback""]","[{""name"":""Storage Options"",""value"":""256GB / 512GB / 1TB""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Gold""]","[""256GB"",""512GB"",""1TB""]","[""IPHONE 15 PRO MAX""]","[]","[]","[]","[]","[]","2025-10-29T02:05:45Z","2026-01-15T16:48:32Z"
"e0086e06-918a-412b-b3de-f1836e452a9e","iphone-16","IPHONE 16","The iPhone 16 brings upgraded speed, smarter photography, USB‑C charging, and Apple Intelligence — all in a sleek package built for tomorrow.","The iPhone 16 brings upgraded speed, smarter photography, USB‑C charging, and Apple Intelligence — all in a sleek package built for tomorrow.","Meet the Apple iPhone 16, a next‑generation smartphone designed to elevate your everyday experience. Powered by the A18 chip, it is optimized for Apple Intelligence and delivers fluid performance across apps, multitasking, and AI‑driven features. The 6.1‑inch Super Retina XDR OLED display offers brilliant color and clarity, while the robust 48MP + 12MP dual camera system captures detailed images even in challenging lighting. With enhanced battery life (up to 22 hours video playback), USB‑C fast charging, Crash Detection, Emergency SOS via satellite, and support for iOS 18, the iPhone 16 is built for both style and substance. 
","APP-PRO-6246751GU","960000","1250000","290000","5","0","1","10","5","2","1","true","true","false","false","false","[""Grade A || 128GB || 960,000"",""Grade A || 128GB || 980,000 PINK"",""physical & Esim || Brand New || 128GB || 1,150,000"",""Grade A || 256GB || 1,040,000"",""physical & Esim || Brand New || 256GB || 1,290,000"",""Grade A || 512GB || 1,190,000"",""physical & Esim || Brand New || 512GB || 1,660,000"",""A18 chip with Apple Intelligence support — for smarter, faster performance"",""48MP main camera + 12MP ultra-wide with enhanced Photonic Engine"",""USB‑C charging & fast charging — up to 50% in ~30 minutes"",""Safety & connectivity — Crash Detection, Emergency SOS via satellite, IP68 water/dust resistance"",""Colors - Black / White / Pink / Teal / Ultramarine"",""Battery / Charging: Up to 22 hours video playback; fast charge via USB‑C (50% in ~30 mins)""]","[{""name"":""Processor"",""value"":""Apple A18 (3nm), with improved Neural Engine""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Pink"",""White"",""Black""]","[""128GB"",""256GB"",""512GB""]","[""IPHONE 16""]","[]","[]","[]","[]","[]","2025-10-29T02:23:46Z","2026-01-19T01:48:27Z"
"8ada2f0e-084d-4839-8d5a-317bbdabfe5b","iphone-16-plus","IPHONE 16 PLUS","iPhone 16 Plus offers a big, immersive display, all-day battery, and Apple Intelligence — perfect for power users who love size and speed.","iPhone 16 Plus offers a big, immersive display, all-day battery, and Apple Intelligence — perfect for power users who love size and speed.","The iPhone 16 Plus combines a spacious 6.7-inch Super Retina XDR display with the power of the A18 chip, delivering a smooth and smart experience. Designed for those who want more screen and battery life, it features Dynamic Island, a 48MP dual-camera system, and new AI-driven tools powered by Apple Intelligence. With USB‑C fast charging, longer battery life, and a fresh color-infused design, the iPhone 16 Plus is the perfect choice for streaming, multitasking, and everyday performance","APP-PRO-2633980UI","1190000","1290000","100000","5","0","1","10","5","2","1","true","true","false","false","false","[""Grade A ||128GB || 1,190,000"",""Physical Sim & Esim || Brand New || 128GB ||1,200,000"",""Grade A  || 256GB ||1,390,000"",""Physical Sim & Esim || Brand New || 256GB ||1,570,000"",""Physical Sim & Esim || Brand New || 512GB ||1,800,000"",""6.7” Super Retina XDR display with Dynamic Island"",""A18 chip with Apple Intelligence for smooth, responsive performance"",""48MP main camera with 2x optical-quality zoom"",""Battery Life: Up to 26 hours video playback All-day battery life with USB‑C fast charging"",""Colors - Midnight - Starlight - Blue - Pink - Mint Green""]","[{""name"":""Processor"",""value"":""A18 chip (Neural Engine for AI tasks""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Pink"",""Black"",""Blue""]","[""128GB"",""256GB""]","[""IPHONE 16 PLUS""]","[]","[]","[]","[]","[]","2025-10-29T03:07:45Z","2026-01-19T01:57:27Z"
"34e1f8a4-6a81-487a-a705-19be92358e45","iphone-16-pro","IPHONE 16 PRO","iPhone 16 Pro delivers elite performance, powerful AI features, and a stunning titanium design — built for creators, gamers, and pros.","iPhone 16 Pro delivers elite performance, powerful AI features, and a stunning titanium design — built for creators, gamers, and pros.","Experience next-level innovation with the iPhone 16 Pro — powered by the all-new A18 Pro chip and optimized for Apple Intelligence. Its sleek, lightweight titanium body houses a stunning 6.1"" Super Retina XDR display with ProMotion 120Hz, giving you unmatched visual fluidity. The upgraded 48MP triple-camera system includes an improved telephoto lens and next-gen Night mode for incredible detail in any light. With USB-C fast charging, Wi‑Fi 6E, Action Button, and new AI-powered features in iOS 18, the iPhone 16 Pro is engineered for power, style, and intelligence.","APP-PRO-727744OJS","1240000","1500000","260000","5","0","1","10","5","2","1","true","true","false","false","false","[""Grade A ||128GB ||1,240,000"",""Physical Sim & Esim || Brand New || 128GB ||1,690,000"",""Grade A || 256GB ||1,340,000"",""Physical Sim & Esim || Brand New || 256GB ||1,800,000"",""Grade A || 512GB ||1,450,000"",""Grade A ||1TB ||1,600,000"",""Physical Sim & Esim || Brand New || 1TB || 2,450,000"",""A18 Pro chip with Neural Engine for AI and pro-level performance"",""48MP Pro camera system with improved low-light + 5x telephoto zoom"",""ProMotion 6.1” OLED display (Always-On & Dynamic Island)"",""USB‑C charging, titanium design & customizable Action Button"",""Colors - Space Black - Silver - White Titanium - Deep Blue Titanium""]","[{""name"":""Storage Options"",""value"":""128GB / 256GB / 512GB / 1TB""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Silver""]","[""128GB"",""256GB"",""512GB"",""1TB""]","[""IPHONE 16 PRO""]","[]","[]","[]","[]","[]","2025-10-29T03:32:09Z","2026-01-19T02:09:48Z"
"e3b5d598-1e5b-47b2-8672-c1b7cab516c7","iphone-16-pro-max","IPHONE 16 PRO MAX","The iPhone 16 Pro Max is Apple’s most powerful and intelligent iPhone yet — featuring pro-grade cameras, a massive display, and the blazing-fast A18 Pro chip.","The iPhone 16 Pro Max is Apple’s most powerful and intelligent iPhone yet — featuring pro-grade cameras, a massive display, and the blazing-fast A18 Pro chip.","The iPhone 16 Pro Max delivers the ultimate iPhone experience — combining premium titanium design, a massive 6.9” Super Retina XDR display, and Apple’s most powerful A18 Pro chip with next-gen Neural Engine. Whether you're a creator, gamer, or business user, this device gives you unmatched speed, battery life, and AI capabilities. The triple 48MP camera system with 5x telephoto zoom and enhanced Night mode redefines mobile photography. Built with USB‑C, ultra-fast data transfer, and advanced iOS 18 features powered by Apple Intelligence, it’s the future in your hands.
","APP-PRO-111265XBM","1640000","1700000","60000","5","0","1","10","5","2","1","true","true","false","false","false","[""Physical & Esim || Brand New || 256GB|| 1,900,000"",""Grade A || 512GB|| 1,640,000"",""Physical & Esim || Brand New || 512GB|| 2,200,000"",""Grade A || 1TB|| 1,800,000"",""Physical & Esim || Brand New || 1TB|| 2,550,000"",""6.9” ProMotion OLED display with Always-On and Dynamic Island"",""48MP triple-lens camera with 5x optical telephoto zoom"",""Aerospace-grade titanium build with USB‑C and Action Button"",""Colors - Natural Titanium - Black Titanium - White Titanium - Deep Blue Titanium""]","[{""name"":""Storage Options"",""value"":""256GB / 512GB / 1TB""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[]","[""Black""]","[""512GB"",""1TB""]","[""IPHONE 16 PRO MAX""]","[]","[]","[]","[]","[]","2025-10-29T04:11:53Z","2026-01-19T02:19:17Z"
"8d183aee-8462-4342-9d43-2eef86ece4c3","iphone-17","IPHONE 17","iPhone 17 brings next-gen design, AI-enhanced performance, and advanced camera upgrades — crafted for the future of mobile technology","iPhone 17 brings next-gen design, AI-enhanced performance, and advanced camera upgrades — crafted for the future of mobile technology","The iPhone 17 is Apple’s boldest leap forward, introducing a refined, ultra-slim design, a brighter Super Retina XDR display, and powerful AI features backed by the A19 chip. With deeper integration of Apple Intelligence, smarter on-device processing, and enhanced privacy, this iPhone redefines personal mobile experiences. Its 48MP dual-camera system takes stunning day and night shots, while improved battery efficiency keeps you powered all day. Designed with sustainable materials and finished with a clean matte glass back, the iPhone 17 delivers beauty, brains, and breakthrough tech","APP-PRO-632679DTJ","1350000","1500000","150000","5","0","1","10","5","2","12","true","true","false","false","false","[""Slim redesign with edge-to-edge Super Retina XDR OLED"",""A19 chip optimized for Apple Intelligence and AI tools"",""Dual 48MP cameras with advanced computational photography"",""USB‑C fast charging with extended all-day battery"",""Battery Life: Up to 24 hours video playback""]","[{""name"":""Processor"",""value"":""A19 chip with next-gen Neural Engine""}]","e26973b8-b931-4be7-b4dc-1b1f2ab5e42c","454d9b89-9ae9-4694-8f78-8ed73ff8659f","[""https://cdn.sanity.io/images/6cn2ufbi/prod_main/af6035be13f567d8ff1a023238169d2af924a155-1218x1600.jpg"",""https://cdn.sanity.io/images/6cn2ufbi/prod_main/92d31904ea45e07ffed16cfda8c9073560163064-474x355.webp""]","[""Silver""]","[""256GB"",""512GB""]","[""IPHONE 17""]","[]","[]","[]","[]","[]","2025-10-29T04:20:34Z","2026-01-15T14:02:39Z"
